SARO NUMBER,AMOUNT,APPROVED DATE,RELEASED DATE,DEPARTMENT,AGENCY,OPERATING UNIT,PURPOSE,REMARKS
SARO-BMB-C-20-0000749,"467,994.00",02/12/2020 15:20:08,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300005 - Regional Office V,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000748,"497,875.00",02/12/2020 15:19:24,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300017 - Regional Office - IVB,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000747,"477,430.00",02/12/2020 15:18:39,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300004 - Regional Office - IVA,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000746,"687,330.00",02/12/2020 15:18:00,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300003 - Regional Office - III,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000745,"588,342.00",02/12/2020 15:16:01,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300002 - Regional Office - II,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000744,"702,624.00",02/12/2020 15:15:19,02/13/2020 15:46:16,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300001 - Regional Office - I,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000743,"459,824.00",02/12/2020 15:14:33,02/13/2020 15:43:02,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0300013 - Regional Office - NCR,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-C-20-0000742,"14,617,816.00",02/12/2020 15:13:49,02/13/2020 15:40:25,06 - Department of Budget and Management (DBM),001 - Office of the Secretary,0100000 - Central Office,"To cover payment of the FY 2018 Performance Based Bonus pursuant to Executive Order No. 80 dated July 20, 2012 and AO 25 Inter-Agency Task Force Memorandum Circular No. 2018-1 dated May 28, 2018.",
SARO-BMB-E-20-0000741,"10,000,000.00",02/12/2020 14:21:11,02/14/2020 17:14:34,05 - Department of Agriculture (DA),001 - Office of the Secretary,0100000 - Central Office,To cover the FY 2020 operating requirements for the implementation of remedies and safeguard measures in accordance with Section 34 of Republic Act 8800.,
SARO-BMB-F-20-0000740,"28,042.00",02/12/2020 14:17:22,02/21/2020 16:17:58,08 - State Universities and Colleges (SUCs),110 - Mindanao State University,0400003 - Mindanao State University - Marawi,To cover the Retirement and Life Insurance Premiums requirements of threee (3) reclassified positions of Mindanao State University - Lanao National College of Arts and Trades for January to March 2020.,
SARO-BMB-F-20-0000739,"58,456.00",02/12/2020 14:17:01,02/21/2020 16:17:39,08 - State Universities and Colleges (SUCs),110 - Mindanao State University,0400003 - Mindanao State University - Marawi,To cover the Personnel Services requirements of one (1) reclassified position of Mindanao State University - Lanao National College of Arts and Trades for January to March 2020.,
SARO-BMB-F-20-0000738,"176,628.00",02/12/2020 14:16:36,02/21/2020 16:15:18,08 - State Universities and Colleges (SUCs),110 - Mindanao State University,0400003 - Mindanao State University - Marawi,To cover the Personnel Services requirements of two (2) reclassified positions of Mindanao State University - Lanao National College of Arts and Trades for January to March 2020.,
SARO-BMB-D-20-0000737,"9,664,001.00",02/12/2020 14:15:50,02/17/2020 16:56:28,36 - Allocations to Local Government Units (ALGU),002 - Bangsamoro Autonomous Region in Muslim Mindanao,0000000 - Bangsamoro Autonomous Region in Muslim Mindanao,"To cover payment of terminal leave benefits of nine (9) former employees of the then Autonomous Region in Muslim Mindanao-Regional Department of Education, per Annexes A-1 to A-9.",
SARO-BMB-A-20-0000736,"156,120,000.00",02/12/2020 14:14:14,02/18/2020 17:27:43,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,0100000 - Central Office,"To cover grant proceeds for the Emergency Assistance for Reconstruction and Recovery of Marawi, Output 4: Restoring Livelihoods and Learning in Marawi – Grant Agreement No. 9201 – PHI (EF) – Japan Fund for Poverty Reduction (JFPR).",
SARO-BMB-D-20-0000735,"778,959.00",02/12/2020 14:13:58,02/18/2020 17:24:19,15 - Department of Justice (DOJ),001 - Office of the Secretary,0100000 - Central Office,To cover the funding requirement for the payment of Terminal Leave Benefits of an actual retiree per Schedule A.,
SARO-BMB-C-20-0000734,"1,351,706,461.00",02/12/2020 14:12:27,02/18/2020 17:20:09,35 - Budgetary Support to Government Corporations (BSGC),074 - National Housing Authority,0000000 - National Housing Authority,"To cover the National Government subsidy to the National Housing Authority for the acquisition of lot, site development and core housing construction in Buhi Resettlement Project and Tigaon Resettlement Project in Camarines Sur for the families affected by Typhoon Usman in FY 2018.",
SARO-BMB-D-20-0000733,"81,729.00",02/12/2020 14:12:14,02/19/2020 17:41:41,17 - Department of National Defense (DND),004 - Office of Civil Defense,0000000 - Office of Civil Defense,To cover the funding requirements of terminal leave benefits for civilian retiree per attached Schedule A.,
SARO-BMB-D-20-0000732,"609,272.00",02/12/2020 14:10:37,02/18/2020 17:32:56,14 - Department of the Interior and Local Government (DILG),001 - Office of the Secretary,0100000 - Central Office,"To cover the funding requirements for the payment of terminal leave benefits of one (1) civilian employee, as indicated in Schedule A.",
SARO-BMB-A-20-0000731,"15,000,000.00",02/12/2020 14:10:26,02/18/2020 17:36:50,38 - Department of Transportation (DOTr),001 - Office of the Secretary,0100000 - Central Office,To cover the funding requirements for the acquisition of lot intended for the proposed construction of the Land Transportation Office Lipa City Licensing Center.,
SARO-BMB-A-20-0000730,"20,000,000.00",02/12/2020 14:09:23,02/18/2020 17:27:12,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,0100000 - Central Office,"To cover the funding requirements for the construction, rehabilitation and repair of farm-to-market road projects of the Department of Agriculture (Batch 7), details in Annex A.",
SARO-BMB-D-20-0000729,"322,758.00",02/12/2020 14:08:43,02/17/2020 16:55:34,26 - Other Executive Offices (OEOs),030 - Philippine Drug Enforcement Agency,0100000 - Central Office,"To cover the funding requirements for the payment of terminal leave benefits of one (1) optional retiree, as indicated in Schedule A.",
SARO-BMB-D-20-0000728,"39,932.00",02/12/2020 14:08:06,02/21/2020 16:14:34,17 - Department of National Defense (DND),005 - Philippine Veterans Affairs Office (PVAO) - Proper,0000000 - Philippine Veterans Affairs Office (PVAO) - Proper,To cover the funding requirements for the monetization of leave credits of PVAO (civilian personnel).,
SARO-BMB-D-20-0000727,"774,337.00",02/12/2020 14:08:00,02/20/2020 17:05:40,15 - Department of Justice (DOJ),005 - National Bureau of Investigation,0000000 - National Bureau of Investigation,To cover the funding requirements for the payment of Terminal Leave Benefits of actual retirees per Schedule A.,
SARO-BMB-D-20-0000726,"4,546,000.00",02/12/2020 14:06:34,02/18/2020 17:38:41,17 - Department of National Defense (DND),"010 - General Headquarters, AFP and AFP-Wide Service Support Units (AFPWSSUS)",1700001 - General Headquarters - Proper,"To cover the funding requirements for the payment of prior years' pension claims of AFP retirees, per attached Schedule A.1.",
SARO-BMB-D-20-0000725,"290,216.00",02/12/2020 14:06:13,02/17/2020 16:55:01,17 - Department of National Defense (DND),007 - Philippine Army ( Land Forces ),0000000 - Philippine Army ( Land Forces ),"To cover the funding requirements for the Terminal Leave Benefits of retirees (civilian personnel), per attached Schedules 1 to 4.",
SARO-NCR-20-0000724,"652,616.00",02/12/2020 14:03:34,02/12/2020 15:04:25,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,1800009 - South Manila District Engineering Office,To release the allotment to cover the terminal leave benefits of Ms. Zenaida A. Olba.,
SARO-BMB-D-20-0000723,"8,064,871.00",02/12/2020 13:47:26,02/17/2020 16:56:05,36 - Allocations to Local Government Units (ALGU),002 - Bangsamoro Autonomous Region in Muslim Mindanao,0000000 - Bangsamoro Autonomous Region in Muslim Mindanao,"To cover payment of terminal leave benefit claims of seven (7) former employees of various line departments of the then Autonomous Region in Muslim Mindanao, as indicated in Annexes A1 to A7.",
SARO-BMB-D-20-0000722,"525,821,400.00",02/12/2020 13:42:55,02/18/2020 17:37:14,17 - Department of National Defense (DND),"010 - General Headquarters, AFP and AFP-Wide Service Support Units (AFPWSSUS)",1700001 - General Headquarters - Proper,To cover the funding requirements for the 10% advance payment for the Air Surveillance Radar System Acquisition Project of the Philippine Air Force under the Revised Armed Forces of the Philippines Modernization Program.,
SARO-BMB-D-20-0000721,"2,447,187.00",02/12/2020 13:31:58,02/19/2020 17:40:50,29 - The Judiciary (JUD),001 - Supreme Court of the Philippines and the Lower Courts,0000000 - Supreme Court of the Philippines and the Lower Courts,To cover the funding requirements for the payment of terminal leave benefits per attached Schedule A.,
SARO-ROXIII-20-0000720,"289,587.00",02/12/2020 13:09:03,02/17/2020 08:44:55,13 - Department of Health (DOH),001 - Office of the Secretary,1400065 - Caraga Regional Hospital,"Release of allotment for the Terminal Leave Benefits of Crescente B. Boncaros, an optional retiree under RA 8291.",
SARO-BMB-B-20-0000719,"684,627.00",02/12/2020 11:35:07,02/14/2020 17:17:15,13 - Department of Health (DOH),001 - Office of the Secretary,1400001 - Jose R. Reyes Memorial Medical Center,To cover the payment of terminal leave benefits of three (3) former employees of the hospital as per attached Annex “B”.,
SARO-BMB-B-20-0000718,"32,834,123.00",02/12/2020 11:34:48,02/14/2020 17:15:02,16 - Department of Labor and Employment (DOLE),004 - National Labor Relations Commission,0100000 - Central Office,To cover the funding requirements for the payment of FY 2018 Performance-Based Bonus of qualified officials and employees.,
SARO-BMB-A-20-0000717,"122,982,146.00",02/12/2020 11:31:12,02/17/2020 16:52:03,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,0100000 - Central Office,"To cover the funding requirements for payment of Right-of-Way claims for properties affected by the construction of various national road projects, details in Annex A.",
SARO-BMB-A-20-0000716,"67,980,181.00",02/12/2020 11:30:15,02/17/2020 16:52:47,18 - Department of Public Works and Highways (DPWH),001 - Office of the Secretary,0100000 - Central Office,"To cover the funding requirements for payment of Right-of-Way claims for properties affected by various national road projects, details in Annex A.",
SARO-BMB-C-20-0000715,"10,330,518,000.00",02/12/2020 11:26:57,02/19/2020 17:40:24,35 - Budgetary Support to Government Corporations (BSGC),052 - Light Rail Transit Authority,0000000 - Light Rail Transit Authority,To cover the conversion of National Government advances into subsidy for the Light Rail Transit Authority,
SARO-ROVIII-20-0000714,"359,264.00",02/12/2020 10:45:59,02/14/2020 19:42:31,07 - Department of Education (DepEd),001 - Office of the Secretary,0300008 - Regional Office - VIII,To cover the Terminal Leave Benefits (TLB) of Remedios T. Hilbano per attached List of Actual Retirees to be Paid (LARP),
SARO-ROVI-20-0000713,"993,027.00",02/12/2020 10:45:14,02/12/2020 16:00:29,13 - Department of Health (DOH),001 - Office of the Secretary,1400040 - Corazon Locsin-Montelibano Memorial Regional Hospital,Release of allotment to cover Terminal Leave benefits of five (5) retired/resigned/terminated personnel per LARP No. 2020-CLMMRH-001.,
SARO-BMB-F-20-0000712,"2,851,621.00",02/12/2020 10:04:44,02/13/2020 17:24:07,08 - State Universities and Colleges (SUCs),008 - University of the Philippines System,0000000 - University of the Philippines System,To cover the payment of terminal leave benefits claims of former employees per attached Annex B.,
SARO-ROII-20-0000711,"139,209.00",02/12/2020 08:10:55,02/12/2020 13:19:19,07 - Department of Education (DepEd),001 - Office of the Secretary,0902259 - Tumauini National High School,To cover any PS deficiency in authorized personnel benefits for FY 2019 due to filling of five (5)  positions.,
SARO-ROI-20-0000710,"110,371.00",02/12/2020 08:10:27,02/13/2020 11:28:14,08 - State Universities and Colleges (SUCs),011 - Mariano Marcos State University,0000000 - Mariano Marcos State University,"To cover payment of Terminal Leave Benefits of Ms. Mergelina S. Salazar, retired employee.",
SARO-ROII-20-0000709,"567,314.00",02/12/2020 08:10:25,02/12/2020 13:19:19,07 - Department of Education (DepEd),001 - Office of the Secretary,0902259 - Tumauini National High School,To cover any PS deficiency in authorized personnel benefits for FY 2019 due to filling of two (2) Administrative Assistant positions.,
SARO-ROII-20-0000708,"1,008,754.00",02/12/2020 08:09:16,02/12/2020 13:19:19,07 - Department of Education (DepEd),001 - Office of the Secretary,0902259 - Tumauini National High School,To cover any PS deficiency in authorized personnel benefits for FY 2019 due to filling of three (3) Teacher I positions.,
SARO-ROII-20-0000707,.00,02/12/2020 07:59:09,02/12/2020 13:19:19,07 - Department of Education (DepEd),001 - Office of the Secretary,0902259 - Tumauini National High School,To effect modification in the appropriation to cover PS deficiency due to filling of three (3) Teacher I positions.,
