NCA NUMBER,NCA TYPE,APPROVED DATE,RELEASED DATE,DEPARTMENT,AGENCY,OPERATING UNIT,AMOUNT,PURPOSE,REMARKS
NCA-BMB-E-20-0001065,TR,01/20/20 10:28:19,01/21/2020 17:20:42,Department of Science and Technology (DOST),Advanced Science and Technology Institute,,"26,743,429.00","To cover the implementation of various projects chargeable against trust receipts, details per attached Annex C.",
NCA-BMB-F-20-0001064,TR,01/20/20 10:27:32,01/21/2020 17:21:06,Department of Education (DepEd),Office of the Secretary,Central Office,"7,912,678.00",To cover Trust Receipts from the collection of service fees (DepEd CAR).,
NCA-BMB-F-20-0001063,SA,01/20/20 10:26:25,01/21/2020 17:22:09,Other Executive Offices (OEOs),Commission on Higher Education,Central Office,"475,000,000.00",To cover the funding requirements for programs and projects charged against the Higher Education Development Fund-Automatic Appropriations.,
NCA-ROVI-20-0001062,TR,01/20/20 09:57:24,01/21/2020 09:10:40,Department of Public Works and Highways (DPWH),Office of the Secretary,Antique District Engineering Office,"2,499,447.60",To release trust receipts for the payment of BAC honoraria. 2020-ROVI-0005234,
NCA-ROV-20-0001061,TR,01/20/20 09:36:15,01/20/2020 14:05:32,Department of Public Works and Highways (DPWH),Office of the Secretary,Sorsogon 2nd District Engineering Office,"420,228.00","To cover trust receipts deposited with the Bureau of Treasury pursuant to Executive Order No. 338 as implemented by COA-DBM-DOF Joint Circular No. 1-97 dated January 02, 1997, for payment of Honoraria to members of BAC, TWG and BAC Secretariat, in accordance with DBM Budget Circular Nos. 2007-3 and 2004-5A.",
NCA-BMB-D-20-0001060,TLRG,01/20/20 09:29:54,01/21/2020 16:17:14,The Judiciary (JUD),Supreme Court of the Philippines and the Lower Courts,,"17,726,573.00",To cover the funding requirements for the payment of Terminal Leave and Retirement Gratuity Benefits of an actual retiree per Schedule A.,
NCA-BMB-D-20-0001059,TLRG,01/20/20 09:27:40,01/21/2020 16:17:12,Office of the Ombudsman (OMB),Office of the Ombudsman,,"693,252.00",To cover the funding requirements for the payment of Terminal Leave Benefits of actual retirees per Schedules A to C.,
NCA-BMB-D-20-0001058,APB,01/20/20 09:26:52,01/21/2020 16:17:11,Department of National Defense (DND),Veterans Memorial Medical Center,,"763,286.00",To cover the funding requirements for the monetization of leave credits of civilian personnel per attached Schedule A.,
NCA-BMB-E-20-0001057,TR,01/20/20 09:23:15,01/21/2020 17:20:42,Department of Environment and Natural Resources (DENR),Office of the Secretary,Regional Office VII - Proper,"98,875.00",To cover refund of Performance Bond.,
NCA-BMB-E-20-0001056,TR,01/20/20 09:22:33,01/21/2020 17:20:41,Department of Science and Technology (DOST),Science and Technology Information Institute,,"1,061,723.00","To cover the implementation of the project ""Establishing DOST-PCAARRD Knowledge Networks of e-Libraries Year 1"", chargeable against trust receipts.",
NCA-BMB-E-20-0001055,TR,01/20/20 09:21:23,01/21/2020 17:20:40,Department of Science and Technology (DOST),Philippine Institute of Volcanology and Seismology,,"823,760.00","To cover the implementation of the project ""Quantitative Lahar Impact and Loss Assessment under Changing Land Use and Climate Scenarios"", chargeable against trust receipts.",
NCA-BMB-E-20-0001054,TR,01/20/20 09:20:06,01/21/2020 17:20:40,Department of Science and Technology (DOST),Food and Nutrition Research Institute,,"34,437,168.00","To cover the implementation of various projects chargeable against trust receipts, details per Annexes C.1 and C.2.",
NCA-BMB-E-20-0001053,REG,01/20/20 09:17:17,01/21/2020 17:20:39,Other Executive Offices (OEOs),Energy Regulatory Commission,,"11,180,550.00","To cover the payment of FY 2020, 1st quarter pension requirements of the Energy Regulatory Commission pensioners.",
NCA-LGRCB-20-0001052,REG,01/20/20 09:11:18,01/21/2020 15:46:53,Department of Finance (DOF),Bureau of the Treasury,Central Office,"15,908,519,000.00",To cover the twenty-five percent (25%) share of the Bangsamoro Autonomous Region in Muslim Mindanao in the National Internal Revenue Tax collections for the first quarter of FY 2020,
NCA-BMB-E-20-0001051,LP,01/20/20 09:05:39,01/29/2020 16:56:33,Department of Agrarian Reform (DAR),Office of the Secretary,Central Office,"86,594,678.14",Working Fund – International Fund for Agricultural Development (IFAD) Loan No. 2000001259 for Project Convergence on Value Chain Enhancement for Rural Growth and Empowerment (ConVERGE),
NCA-BMB-A-20-0001050,SA,01/17/20 17:59:41,01/20/2020 10:57:31,Department of Transportation (DOTr),Office for Transportation Security,,"195,660,000.00",To cover the regular operating requirements for the First Quarter (January to March) of Fiscal Year 2020.,
NCA-LGRCB-20-0001049,REG,01/17/20 17:45:15,01/21/2020 15:46:52,Department of Finance (DOF),Bureau of the Treasury,Central Office,"140,264.00",National Government Share in the payment of the Terminal Leave Benefits of personnel devolved to the Local Government Units per attached Schedule A.,
NCA-BMB-C-20-0001048,APB,01/17/20 17:15:35,01/21/2020 15:50:31,Commission on Audit (COA),Commission on Audit (COA),Central Office,"23,300,644.00","To cover payment of Terminal Leave Benefits of six (6) compulsory (i.e., Atis, et al.) and twelve (12) optional retirees/former personnel (i.e., Binamira, et al.) per Attachment 1.",
NCA-BMB-C-20-0001047,APB,01/17/20 17:12:08,01/21/2020 15:50:30,Presidential Communications Operations Office (PCOO),Bureau of Broadcast Services,,"500,814.00","To cover the terminal leave benefits of Mr. Rene Antonio M. Cepeda (P166,538.53) and Mr. Casimiro A. Ignacio, Jr. (P334,274.85).",
NCA-BMB-C-20-0001046,APB,01/17/20 17:02:59,01/21/2020 15:50:29,Commission on Audit (COA),Commission on Audit (COA),Central Office,"4,395,278.00","To cover payment of Terminal Leave Benefits of two (2) compulsory (Ms. Cecilia Antonio and Ms. Amelia Go) and four (4) optional retirees/former personnel (i.e., Busangilan, et al.) per Attachment 1.",
NCA-BMB-E-20-0001045,TLRG,01/17/20 16:24:56,01/21/2020 17:20:38,Department of Environment and Natural Resources (DENR),Office of the Secretary,Regional Office III - Proper,"122,954.00","To cover payment of terminal leave benefits of Mr. Loreto T. Marucut, former DENR-OSEC-RO III employee.",
NCA-BMB-B-20-0001044,TLRG,01/17/20 16:17:17,01/22/2020 16:33:59,Department of Social Welfare and Development (DSWD),National Commission on Indigenous Peoples,Central Office,"37,765.00","To cover the cash requirements for terminal leave benefits of the late Mr. Lito S. Atiwen and Ms. Liberty S. Patac, former NCIP Central Office and Region I employees, who retired from the government service effective September 24, 2019 and September 1, 2019, respectively.",
NCA-BMB-B-20-0001044,TLRG,01/17/20 16:17:17,01/22/2020 16:33:59,Department of Social Welfare and Development (DSWD),National Commission on Indigenous Peoples,Regional Office - I,"39,392.00","To cover the cash requirements for terminal leave benefits of the late Mr. Lito S. Atiwen and Ms. Liberty S. Patac, former NCIP Central Office and Region I employees, who retired from the government service effective September 24, 2019 and September 1, 2019, respectively.",
NCA-BMB-E-20-0001043,TLRG,01/17/20 16:14:26,01/21/2020 17:20:38,Department of Environment and Natural Resources (DENR),Office of the Secretary,Regional Office I - Proper,"264,234.00","To cover payment of terminal leave benefits of Ms. Aida Theresa Q. Garvida (P140,040.47) and Mr. Leonardo G. Sarmiento (P124,193.41), former DENR-OSEC-RO I personnel.",
NCA-BMB-C-20-0001042,APB,01/17/20 15:20:29,01/20/2020 10:58:22,Presidential Communications Operations Office (PCOO),Philippine Information Agency,,"2,672,964.00","To cover payment of the terminal leave benefit claim of Ms. Aida A. Naz (P2.672,963.74).",
NCA-BMB-D-20-0001041,TLRG,01/17/20 15:04:20,01/20/2020 10:59:30,Department of the Interior and Local Government (DILG),Philippine National Police,Central Office,"396,555,570.00",To cover the funding requirements for the retirement gratuity and terminal leave benefits claims of compulsory and optional retirees per attached Schedules A and B.,
NCA-BMB-E-20-0001040,TLRG,01/17/20 14:43:29,01/21/2020 17:20:37,Department of Environment and Natural Resources (DENR),Office of the Secretary,Regional Office XIII - Proper,"558,617.00","To cover payment of terminal leave benefits of Ms. Corazon L. Alejaga, former DENR-OSEC-RO XIII employee.",
NCA-ROIII-20-0001039,REG,01/17/20 14:31:48,01/22/2020 13:10:03,Department of Education (DepEd),Office of the Secretary,Corazon C. Aquino High School,"6,830,000.00",To cover cash requirement for the first quarter of FY 2020.,
NCA-BMB-B-20-0001038,TLRG,01/17/20 14:17:55,01/20/2020 10:57:57,Department of Health (DOH),Office of the Secretary,Jose Fabella Memorial Hospital,"484,095.00",To cover the payment of terminal leave benefits of five (5) former employees of the hospital as per attached Annex “B”.,
NCA-ROVII-20-0001037,TLRG,01/17/20 14:13:40,01/20/2020 11:32:52,State Universities and Colleges (SUCs),Bohol Island State University,,"1,303,671.00","To cover payment for Terminal Leave Benefits (TLB) of Mr. Dioscoro A. Avergonzado, former Associate Professor V",
NCA-ROI-20-0001036,TLRG,01/17/20 09:01:55,01/21/2020 08:37:19,Department of Health (DOH),Office of the Secretary,Ilocos Centers for Health Development,"1,769,775.00","To cover payment of Terminal Leave Benefits of Ms. Hazel E. Fabon - P1,070,463.74; Ms. Emerita M. Dela Vega - 538,156.01 ; and Ms. Mercedes S. Subala - P161,155.03.",
NCA-BMB-D-20-0001035,TLRG,01/17/20 08:44:21,01/20/2020 10:59:29,Department of Justice (DOJ),Office of the Secretary,Central Office,"205,350.00",To cover the funding requirements for the payment of terminal leave benefits per attached Schedules A and B.,
NCA-BMB-D-20-0001034,TLRG,01/17/20 08:42:13,01/21/2020 15:55:46,Department of Justice (DOJ),Bureau of Corrections,New Bilibid Prison/Correctional Institute for Women,"2,984,652.00",To cover the funding requirements for the payment of terminal leave benefits per attached Schedules A to D.,
NCA-BMB-D-20-0001033,TLRG,01/17/20 08:41:35,01/21/2020 15:55:45,Department of Justice (DOJ),Bureau of Corrections,New Bilibid Prison/Correctional Institute for Women,"123,426.00",To cover the funding requirements for the payment of terminal leave benefits per attached Schedule A.,
NCA-BMB-A-20-0001032,TLRG,01/16/20 16:47:38,01/20/2020 10:57:30,Department of Finance (DOF),Bureau of Customs,Central Office,"2,233,683.00","To cover the funding requirements for the payment of terminal leave benefits of Mr. Agustin L. Cejoco, compulsory retiree of DOF-BOC, per attached List of Actual Retirees to be Paid (LARP), Annex B.",
NCA-BMB-A-20-0001031,TR,01/16/20 16:45:25,01/17/2020 11:24:04,Department of Trade and Industry (DTI),Office of the Secretary,Regional Office - V,"300,000.00",To cover payment of trust receipts.,
NCA-BMB-E-20-0001030,TLRG,01/16/20 16:21:30,01/21/2020 17:20:36,Department of Environment and Natural Resources (DENR),Office of the Secretary,Regional Office X - Proper,"275,167.00","To cover payment of terminal leave benefits of Mr. Ernesto R. Rayos, former DENR-OSEC-RO X employee.",
NCA-BMB-E-20-0001029,TLRG,01/16/20 16:21:28,01/21/2020 17:20:36,Department of Environment and Natural Resources (DENR),Office of the Secretary,Regional Office XI - Proper,"178,352.00","To cover payment of terminal leave benefits of Ms. Natalia T. Revilla, former DENR-OSEC-RO XI employee.",
NCA-BMB-E-20-0001028,TLRG,01/16/20 16:21:27,01/21/2020 17:20:35,Department of Environment and Natural Resources (DENR),Environmental Management Bureau,Regional Office - IV B,"2,032,306.00","To cover payment of terminal leave benefits of Mr. Alfonso C. Javier, former DENR-EMB-RO IVB employee.",
NCA-BMB-E-20-0001027,TLRG,01/16/20 15:39:24,01/21/2020 17:20:34,Department of Agriculture (DA),Office of the Secretary,Regional Field Unit - VI,"20,666.00","To cover payment of terminal leave benefits of Ms. Vina T. Dela Cerna, former employee of DA-OSEC-RFO VI - P20,665.62",
NCA-BMB-E-20-0001026,TLRG,01/16/20 15:39:22,01/21/2020 17:20:34,Department of Environment and Natural Resources (DENR),Office of the Secretary,Regional Office XIII - Proper,"178,906.00","To cover payment of terminal leave benefits of Mr. Edgar C. Diones, former DENR-OSEC-RO XIII employee.",
NCA-BMB-D-20-0001025,TLRG,01/16/20 15:21:27,01/20/2020 10:59:28,Department of National Defense (DND),"General Headquarters, AFP and AFP-Wide Service Support Units (AFPWSSUS)",General Headquarters - Proper,"6,413,170.00",To cover the funding requirements for the Terminal Leave Benefits of three (3) retirees (military personnel) as indicated in the attached Schedules 1 and 2.,
NCA-BMB-D-20-0001024,TLRG,01/16/20 15:19:58,01/20/2020 10:59:27,Department of the Interior and Local Government (DILG),Office of the Secretary,Central Office,"271,749.00","To cover the funding requirements for the payment of terminal leave benefits of two (2) civilian employees, as indicated in Schedule A.",
NCA-BMB-A-20-0001023,APB,01/16/20 15:17:13,01/17/2020 11:24:04,Department of Tourism (DOT),Office of the Secretary,Central Office,"75,738.00","To cover payment of the Terminal Leave Benefits of Mr. Mark Voltaire M. Lazaro, an optional retiree per Attachment 1.",
NCA-ROIII-20-0001022,TLRG,01/16/20 14:54:12,01/21/2020 17:14:42,State Universities and Colleges (SUCs),Philippine Merchant Marine Academy,,"289,673.00","To cover payment of the terminal leave benefits of Mr. Reynaldo A. Rillera, optional retiree.",
NCA-BMB-D-20-0001021,TLRG,01/16/20 14:49:13,01/17/2020 11:54:47,Department of the Interior and Local Government (DILG),Philippine National Police,Central Office,"601,052,003.00","To cover the funding requirements for the terminal leave benefits claims of compulsory and optional retirees per attached Schedules A, B, and C.",
NCA-BMB-D-20-0001020,TLRG,01/16/20 14:48:42,01/17/2020 11:54:47,Department of National Defense (DND),Philippine Army ( Land Forces ),,"82,670,999.00",To cover the funding requirements for the Terminal Leave Benefits of seventy-two (72) retirees (military personnel) as indicated in the attached Schedules 1 to 3.,
NCA-BMB-A-20-0001019,REG,01/16/20 14:13:41,01/17/2020 11:24:02,Department of Finance (DOF),Insurance Commission,,"334,701,000.00",To cover the funding requirements of the Insurance Commission for FY 2020.,
NCA-OSEC-20-0001018,PY,01/16/20 14:05:20,01/17/2020 11:23:06,Department of Finance (DOF),Bureau of the Treasury,Central Office,"82,000,000.00","To cover the funding requirements for the implementation of priority programs/projects of various LGUs per attached Schedule A, chargeable against the FY 2019 Local Government Support Fund-Other Financial Assistance (LGSF-FA), FY 2019 General Appropriations Act, Republic Act No. 11260.",
NCA-OSEC-20-0001017,PY,01/16/20 14:05:02,01/17/2020 11:23:05,Department of Finance (DOF),Bureau of the Treasury,Central Office,"63,860,000.00","To cover the funding requirements for the implementation of priority programs/projects of various LGUs per attached Schedule A, chargeable against the FY 2019 Local Government Support Fund-Other Financial Assistance (LGSF-FA), FY 2019 General Appropriations Act, Republic Act No. 11260.",
